"DateTime","Series 1"
"2017-09-13 00:00:00",0.002051
"2017-09-14 00:00:00",0.002006
"2017-09-15 00:00:00",0.001419
"2017-09-16 00:00:00",0.001815
"2017-09-17 00:00:00",0.001836
"2017-09-18 00:00:00",0.003324
"2017-09-19 00:00:00",0.003273
"2017-09-20 00:00:00",0.002306
"2017-09-21 00:00:00",0.002638
"2017-09-22 00:00:00",0.002079
"2017-09-23 00:00:00",0.001934
"2017-09-24 00:00:00",0.002346
"2017-09-25 00:00:00",0.002251
"2017-09-26 00:00:00",0.001777
"2017-09-27 00:00:00",0.00208208
"2017-09-28 00:00:00",0.002563
"2017-09-29 00:00:00",0.002901
"2017-09-30 00:00:00",0.001983
"2017-10-01 00:00:00",0.0018477
"2017-10-02 00:00:00",0.00280301
"2017-10-03 00:00:00",0.00244651
"2017-10-04 00:00:00",0.00325024
"2017-10-05 00:00:00",0.00332022
"2017-10-06 00:00:00",0.00299554
"2017-10-07 00:00:00",0.00245922
"2017-10-08 00:00:00",0.00252998
"2017-10-09 00:00:00",0.00218108
"2017-10-10 00:00:00",0.00222547
"2017-10-11 00:00:00",0.00246993
"2017-10-12 00:00:00",0.00234474
"2017-10-13 00:00:00",0.00211275
"2017-10-14 00:00:00",0.00239377
"2017-10-15 00:00:00",0.00228561
"2017-10-16 00:00:00",0.00215643
"2017-10-17 00:00:00",0.0019437
"2017-10-18 00:00:00",0.00209482
"2017-10-19 00:00:00",0.00191528
"2017-10-20 00:00:00",0.00194219
"2017-10-21 00:00:00",0.00229842
"2017-10-22 00:00:00",0.00258301
"2017-10-23 00:00:00",0.00242788
"2017-10-24 00:00:00",0.00263238
"2017-10-25 00:00:00",0.00303256
"2017-10-26 00:00:00",0.00284075
"2017-10-27 00:00:00",0.00305117
"2017-10-28 00:00:00",0.00299922
"2017-10-29 00:00:00",0.00295636
"2017-10-30 00:00:00",0.00278398
"2017-10-31 00:00:00",0.00281351
"2017-11-01 00:00:00",0.00251046
"2017-11-02 00:00:00",0.00231178
"2017-11-03 00:00:00",0.00222734
"2017-11-04 00:00:00",0.00212795
"2017-11-05 00:00:00",0.00221861
"2017-11-06 00:00:00",0.00212537
"2017-11-07 00:00:00",0.00218352
"2017-11-08 00:00:00",0.00233804
"2017-11-09 00:00:00",0.002344
"2017-11-10 00:00:00",0.0020126
"2017-11-11 00:00:00",0.00200325
"2017-11-12 00:00:00",0.00178262
"2017-11-13 00:00:00",0.00211181
"2017-11-14 00:00:00",0.00248509
"2017-11-15 00:00:00",0.00232232
"2017-11-16 00:00:00",0.00220918
"2017-11-17 00:00:00",0.00198404
"2017-11-18 00:00:00",0.002028
"2017-11-19 00:00:00",0.0020016
"2017-11-20 00:00:00",0.00213377
"2017-11-21 00:00:00",0.00214343
"2017-11-22 00:00:00",0.00230242
"2017-11-23 00:00:00",0.00210498
"2017-11-24 00:00:00",0.00202489
"2017-11-25 00:00:00",0.00204794
"2017-11-26 00:00:00",0.00213814
"2017-11-27 00:00:00",0.0020616
"2017-11-28 00:00:00",0.00230802
"2017-11-29 00:00:00",0.00206827
"2017-11-30 00:00:00",0.00224381
"2017-12-01 00:00:00",0.00211809
"2017-12-02 00:00:00",0.00207279
"2017-12-03 00:00:00",0.00211598
"2017-12-04 00:00:00",0.00214393
"2017-12-05 00:00:00",0.00208498
"2017-12-06 00:00:00",0.00305483
"2017-12-07 00:00:00",0.00427456
"2017-12-08 00:00:00",0.00439443
"2017-12-09 00:00:00",0.00447328
"2017-12-10 00:00:00",0.00440773
"2017-12-11 00:00:00",0.00528153
"2017-12-12 00:00:00",0.00761324
"2017-12-13 00:00:00",0.01646
"2017-12-14 00:00:00",0.01769
"2017-12-15 00:00:00",0.0184336
"2017-12-16 00:00:00",0.0362706
"2017-12-17 00:00:00",0.0361902
"2017-12-18 00:00:00",0.0445887
"2017-12-19 00:00:00",0.0468478
"2017-12-20 00:00:00",0.048883
"2017-12-21 00:00:00",0.0459691
"2017-12-22 00:00:00",0.039074
"2017-12-23 00:00:00",0.0517911
"2017-12-24 00:00:00",0.0362086
"2017-12-25 00:00:00",0.0351774
"2017-12-26 00:00:00",0.0378315
"2017-12-27 00:00:00",0.036831
"2017-12-28 00:00:00",0.0419735
"2017-12-29 00:00:00",0.0363484
"2017-12-30 00:00:00",0.0364126
"2017-12-31 00:00:00",0.0447516
"2018-01-01 00:00:00",0.0516946
"2018-01-02 00:00:00",0.0786817
"2018-01-03 00:00:00",0.0947028
"2018-01-04 00:00:00",0.207974
"2018-01-05 00:00:00",0.220555
"2018-01-06 00:00:00",0.174797
"2018-01-07 00:00:00",0.199655
"2018-01-08 00:00:00",0.152684
"2018-01-09 00:00:00",0.122782
"2018-01-10 00:00:00",0.131455
"2018-01-11 00:00:00",0.10894
"2018-01-12 00:00:00",0.109079
"2018-01-13 00:00:00",0.103035
"2018-01-14 00:00:00",0.0847824
"2018-01-15 00:00:00",0.0756939
"2018-01-16 00:00:00",0.0544879
"2018-01-17 00:00:00",0.0756229
"2018-01-18 00:00:00",0.0831791
"2018-01-19 00:00:00",0.0804992
"2018-01-20 00:00:00",0.0852013
"2018-01-21 00:00:00",0.0711861
"2018-01-22 00:00:00",0.0714117
"2018-01-23 00:00:00",0.0685717
"2018-01-24 00:00:00",0.0704208
"2018-01-25 00:00:00",0.0687657
"2018-01-26 00:00:00",0.06663
"2018-01-27 00:00:00",0.0684219
"2018-01-28 00:00:00",0.0654949
"2018-01-29 00:00:00",0.0640009
"2018-01-30 00:00:00",0.0537613
"2018-01-31 00:00:00",0.054454
"2018-02-01 00:00:00",0.0462274
"2018-02-02 00:00:00",0.0407991
"2018-02-03 00:00:00",0.0444721
"2018-02-04 00:00:00",0.037933
"2018-02-05 00:00:00",0.0301608
"2018-02-06 00:00:00",0.0364776
"2018-02-07 00:00:00",0.0327458
"2018-02-08 00:00:00",0.0367252
"2018-02-09 00:00:00",0.0479675
"2018-02-10 00:00:00",0.0486993
"2018-02-11 00:00:00",0.0424009
"2018-02-12 00:00:00",0.0461163
"2018-02-13 00:00:00",0.0433558
"2018-02-14 00:00:00",0.0459358
"2018-02-15 00:00:00",0.046496
"2018-02-16 00:00:00",0.0524486
"2018-02-17 00:00:00",0.0549137
"2018-02-18 00:00:00",0.0496058
"2018-02-19 00:00:00",0.051542
"2018-02-20 00:00:00",0.046861
"2018-02-21 00:00:00",0.04458
"2018-02-22 00:00:00",0.0406744
