"DateTime","Series 1"
"2017-07-23 00:00:00",555.89
"2017-07-24 00:00:00",412.58
"2017-07-25 00:00:00",441.35
"2017-07-26 00:00:00",407.08
"2017-07-27 00:00:00",417.1
"2017-07-28 00:00:00",386.65
"2017-07-29 00:00:00",410.56
"2017-07-30 00:00:00",385.14
"2017-07-31 00:00:00",346.36
"2017-08-01 00:00:00",294.6
"2017-08-02 00:00:00",452.657
"2017-08-03 00:00:00",364.048
"2017-08-04 00:00:00",233.046
"2017-08-05 00:00:00",213.147
"2017-08-06 00:00:00",220.656
"2017-08-07 00:00:00",319.689
"2017-08-08 00:00:00",345.488
"2017-08-09 00:00:00",303.891
"2017-08-10 00:00:00",275.953
"2017-08-11 00:00:00",328.242
"2017-08-12 00:00:00",317.091
"2017-08-13 00:00:00",298.053
"2017-08-14 00:00:00",297.678
"2017-08-15 00:00:00",299.068
"2017-08-16 00:00:00",300.21
"2017-08-17 00:00:00",460.53
"2017-08-18 00:00:00",690.24
"2017-08-19 00:00:00",754.558
"2017-08-20 00:00:00",712.873
"2017-08-21 00:00:00",599.635
"2017-08-22 00:00:00",690.883
"2017-08-23 00:00:00",669.4
"2017-08-24 00:00:00",628.109
"2017-08-25 00:00:00",641.055
"2017-08-26 00:00:00",625.321
"2017-08-27 00:00:00",620.896
"2017-08-28 00:00:00",596.177
"2017-08-29 00:00:00",552.927
"2017-08-30 00:00:00",575.207
"2017-08-31 00:00:00",588.173
"2017-09-01 00:00:00",622.168
"2017-09-02 00:00:00",575.902
"2017-09-03 00:00:00",607.433
"2017-09-04 00:00:00",517.243
"2017-09-05 00:00:00",541.713
"2017-09-06 00:00:00",638.178
"2017-09-07 00:00:00",652.855
"2017-09-08 00:00:00",583.098
"2017-09-09 00:00:00",547.471
"2017-09-10 00:00:00",537.067
"2017-09-11 00:00:00",537.81
"2017-09-12 00:00:00",510.406
"2017-09-13 00:00:00",503.605
"2017-09-14 00:00:00",367.041
"2017-09-15 00:00:00",424.021
"2017-09-16 00:00:00",440.219
"2017-09-17 00:00:00",419.864
"2017-09-18 00:00:00",479.317
"2017-09-19 00:00:00",527.875
"2017-09-20 00:00:00",476.051
"2017-09-21 00:00:00",416.264
"2017-09-22 00:00:00",415.093
"2017-09-23 00:00:00",428.503
"2017-09-24 00:00:00",421.03
"2017-09-25 00:00:00",445.799
"2017-09-26 00:00:00",441.83
"2017-09-27 00:00:00",457.311
"2017-09-28 00:00:00",447.806
"2017-09-29 00:00:00",436.775
"2017-09-30 00:00:00",432.626
"2017-10-01 00:00:00",415.152
"2017-10-02 00:00:00",421.186
"2017-10-03 00:00:00",404.177
"2017-10-04 00:00:00",358.447
"2017-10-05 00:00:00",355.75
"2017-10-06 00:00:00",363.014
"2017-10-07 00:00:00",360.782
"2017-10-08 00:00:00",342.212
"2017-10-09 00:00:00",314.161
"2017-10-10 00:00:00",321.59
"2017-10-11 00:00:00",314.896
"2017-10-12 00:00:00",313.213
"2017-10-13 00:00:00",321.461
"2017-10-14 00:00:00",321.958
"2017-10-15 00:00:00",314.947
"2017-10-16 00:00:00",313.643
"2017-10-17 00:00:00",371.731
"2017-10-18 00:00:00",339.166
"2017-10-19 00:00:00",330.806
"2017-10-20 00:00:00",327.444
"2017-10-21 00:00:00",323.358
"2017-10-22 00:00:00",331.66
"2017-10-23 00:00:00",315.595
"2017-10-24 00:00:00",326.89
"2017-10-25 00:00:00",332.131
"2017-10-26 00:00:00",338.205
"2017-10-27 00:00:00",367.57
"2017-10-28 00:00:00",423.345
"2017-10-29 00:00:00",451.924
"2017-10-30 00:00:00",448.227
"2017-10-31 00:00:00",439.053
"2017-11-01 00:00:00",531.828
"2017-11-02 00:00:00",587.222
"2017-11-03 00:00:00",625.324
"2017-11-04 00:00:00",620.445
"2017-11-05 00:00:00",630.702
"2017-11-06 00:00:00",602.648
"2017-11-07 00:00:00",616.296
"2017-11-08 00:00:00",622.455
"2017-11-09 00:00:00",654.303
"2017-11-10 00:00:00",1007.42
"2017-11-11 00:00:00",1340.45
"2017-11-12 00:00:00",1388.86
"2017-11-13 00:00:00",1353.99
"2017-11-14 00:00:00",1273.53
"2017-11-15 00:00:00",1212.4
"2017-11-16 00:00:00",900.776
"2017-11-17 00:00:00",1185.48
"2017-11-18 00:00:00",1254.53
"2017-11-19 00:00:00",1172.05
"2017-11-20 00:00:00",1236.01
"2017-11-21 00:00:00",1176.97
"2017-11-22 00:00:00",1303.31
"2017-11-23 00:00:00",1683.81
"2017-11-24 00:00:00",1648.51
"2017-11-25 00:00:00",1571.27
"2017-11-26 00:00:00",1735.66
"2017-11-27 00:00:00",1622.57
"2017-11-28 00:00:00",1546.18
"2017-11-29 00:00:00",1359.71
"2017-11-30 00:00:00",1389.78
"2017-12-01 00:00:00",1462.68
"2017-12-02 00:00:00",1434.98
"2017-12-03 00:00:00",1559.93
"2017-12-04 00:00:00",1576.92
"2017-12-05 00:00:00",1501.85
"2017-12-06 00:00:00",1430.1
"2017-12-07 00:00:00",1330.93
"2017-12-08 00:00:00",1464.13
"2017-12-09 00:00:00",1410.06
"2017-12-10 00:00:00",1323.07
"2017-12-11 00:00:00",1423.38
"2017-12-12 00:00:00",1615.03
"2017-12-13 00:00:00",1607.65
"2017-12-14 00:00:00",1966.14
"2017-12-15 00:00:00",1815.43
"2017-12-16 00:00:00",1801.88
"2017-12-17 00:00:00",1862.88
"2017-12-18 00:00:00",2196.64
"2017-12-19 00:00:00",2805.89
"2017-12-20 00:00:00",3923.07
"2017-12-21 00:00:00",3267.17
"2017-12-22 00:00:00",2696.69
"2017-12-23 00:00:00",3257.08
"2017-12-24 00:00:00",2903.12
"2017-12-25 00:00:00",2954.69
"2017-12-26 00:00:00",3108.89
"2017-12-27 00:00:00",2889.52
"2017-12-28 00:00:00",2566.64
"2017-12-29 00:00:00",2779.95
"2017-12-30 00:00:00",2392.41
"2017-12-31 00:00:00",2533.01
"2018-01-01 00:00:00",2432.54
"2018-01-02 00:00:00",2711
"2018-01-03 00:00:00",2608.69
"2018-01-04 00:00:00",2430.18
"2018-01-05 00:00:00",2584.48
"2018-01-06 00:00:00",2786.65
"2018-01-07 00:00:00",2786.88
"2018-01-08 00:00:00",2422.5
"2018-01-09 00:00:00",2386.34
"2018-01-10 00:00:00",2900.24
"2018-01-11 00:00:00",2458.65
"2018-01-12 00:00:00",2623.66
"2018-01-13 00:00:00",2685.29
"2018-01-14 00:00:00",2553.32
"2018-01-15 00:00:00",2401.54
"2018-01-16 00:00:00",1772.07
"2018-01-17 00:00:00",1748.05
"2018-01-18 00:00:00",1756.75
"2018-01-19 00:00:00",1769.62
"2018-01-20 00:00:00",2032.12
"2018-01-21 00:00:00",1776.64
"2018-01-22 00:00:00",1621.92
"2018-01-23 00:00:00",1621.46
"2018-01-24 00:00:00",1639.13
"2018-01-25 00:00:00",1642.12
"2018-01-26 00:00:00",1603.9
"2018-01-27 00:00:00",1628.63
"2018-01-28 00:00:00",1746.25
"2018-01-29 00:00:00",1657.14
"2018-01-30 00:00:00",1470.55
"2018-01-31 00:00:00",1486.89
"2018-02-01 00:00:00",1274.35
"2018-02-02 00:00:00",1191.14
"2018-02-03 00:00:00",1272.5
"2018-02-04 00:00:00",1165.38
"2018-02-05 00:00:00",887.413
"2018-02-06 00:00:00",974.525
"2018-02-07 00:00:00",957.96
"2018-02-08 00:00:00",1284.56
"2018-02-09 00:00:00",1312.11
"2018-02-10 00:00:00",1257.31
"2018-02-11 00:00:00",1217.64
"2018-02-12 00:00:00",1283.91
"2018-02-13 00:00:00",1231.98
"2018-02-14 00:00:00",1362.27
"2018-02-15 00:00:00",1375.81
"2018-02-16 00:00:00",1552.2
"2018-02-17 00:00:00",1551.39
"2018-02-18 00:00:00",1487.46
"2018-02-19 00:00:00",1534.77
"2018-02-20 00:00:00",1418.73
"2018-02-21 00:00:00",1308.46
"2018-02-22 00:00:00",1219.49
"2018-02-23 00:00:00",1270.71
"2018-02-24 00:00:00",1193.27
"2018-02-25 00:00:00",1178.1
"2018-02-26 00:00:00",1250.56
"2018-02-27 00:00:00",1246.66
"2018-02-28 00:00:00",1204.16
"2018-03-01 00:00:00",1207.58
"2018-03-02 00:00:00",1284.95
"2018-03-03 00:00:00",1270.38
"2018-03-04 00:00:00",1289.08
"2018-03-05 00:00:00",1268.03
"2018-03-06 00:00:00",1206.04
"2018-03-07 00:00:00",1092.16
"2018-03-08 00:00:00",1040.21
"2018-03-09 00:00:00",1067.02
"2018-03-10 00:00:00",1005.93
"2018-03-11 00:00:00",1145.17
"2018-03-12 00:00:00",1051.28
"2018-03-13 00:00:00",1064.03
"2018-03-14 00:00:00",949.467
"2018-03-15 00:00:00",943.636
"2018-03-16 00:00:00",977.035
"2018-03-17 00:00:00",949.779
"2018-03-18 00:00:00",938.115
"2018-03-19 00:00:00",994.675
"2018-03-20 00:00:00",1059.12
"2018-03-21 00:00:00",1033.45
"2018-03-22 00:00:00",1011.52
"2018-03-23 00:00:00",1019.43
"2018-03-24 00:00:00",982.303
"2018-03-25 00:00:00",966.876
"2018-03-26 00:00:00",919.248
"2018-03-27 00:00:00",876.328
"2018-03-28 00:00:00",860.52
"2018-03-29 00:00:00",714.268
"2018-03-30 00:00:00",697.012
"2018-03-31 00:00:00",685.247
"2018-04-01 00:00:00",643.027
"2018-04-02 00:00:00",662.773
"2018-04-03 00:00:00",691.914
"2018-04-04 00:00:00",710.47
"2018-04-05 00:00:00",648.63
"2018-04-06 00:00:00",641.86
"2018-04-08 00:00:00",655.256
"2018-04-09 00:00:00",637.029
"2018-04-10 00:00:00",649.616
"2018-04-11 00:00:00",666.58
"2018-04-12 00:00:00",734.482
"2018-04-13 00:00:00",738.302
"2018-04-14 00:00:00",738.985
"2018-04-15 00:00:00",780.826
"2018-04-16 00:00:00",766.473
"2018-04-17 00:00:00",757.591
"2018-04-18 00:00:00",888.908
"2018-04-19 00:00:00",968.638
"2018-04-20 00:00:00",1128.02
"2018-04-21 00:00:00",1154.69
"2018-04-22 00:00:00",1201.22
"2018-04-23 00:00:00",1432.26
"2018-04-24 00:00:00",1426.42
"2018-04-25 00:00:00",1284.79
"2018-04-26 00:00:00",1420.41
"2018-04-27 00:00:00",1337.85
"2018-04-28 00:00:00",1396.25
"2018-04-29 00:00:00",1440.3
"2018-04-30 00:00:00",1350.05
"2018-05-01 00:00:00",1351.28
"2018-05-02 00:00:00",1458.72
"2018-05-03 00:00:00",1511.97
"2018-05-04 00:00:00",1517.33
"2018-05-05 00:00:00",1752.1
"2018-05-06 00:00:00",1765.69
"2018-05-07 00:00:00",1655.2
"2018-05-08 00:00:00",1611.94
"2018-05-09 00:00:00",1638.34
"2018-05-10 00:00:00",1528.59
"2018-05-11 00:00:00",1371.74
"2018-05-12 00:00:00",1472.4
"2018-05-13 00:00:00",1493.12
"2018-05-14 00:00:00",1431.69
"2018-05-15 00:00:00",1343.38
"2018-05-16 00:00:00",1280.62
"2018-05-17 00:00:00",1206.17
"2018-05-18 00:00:00",1207.24
"2018-05-19 00:00:00",1184.96
"2018-05-20 00:00:00",1291.77
"2018-05-21 00:00:00",1233.64
"2018-05-22 00:00:00",1141.86
"2018-05-23 00:00:00",1005.61
"2018-05-24 00:00:00",1071.36
"2018-05-25 00:00:00",1017.3
"2018-05-26 00:00:00",1012.48
"2018-05-27 00:00:00",996.924
"2018-05-28 00:00:00",892.118
"2018-05-29 00:00:00",987.663
"2018-05-30 00:00:00",984.676
"2018-05-31 00:00:00",995.344
"2018-06-01 00:00:00",1002.92
"2018-06-02 00:00:00",1084.78
"2018-06-03 00:00:00",1170.4
"2018-06-04 00:00:00",1105.8
"2018-06-05 00:00:00",1152.89
"2018-06-06 00:00:00",1131.17
"2018-06-07 00:00:00",1143.75
"2018-06-08 00:00:00",1118.19
"2018-06-09 00:00:00",1092.13
"2018-06-10 00:00:00",939.546
"2018-06-11 00:00:00",958.564
"2018-06-12 00:00:00",874.434
"2018-06-13 00:00:00",844.242
"2018-06-14 00:00:00",897.602
"2018-06-15 00:00:00",849.315
"2018-06-16 00:00:00",852.191
"2018-06-17 00:00:00",852.102
"2018-06-18 00:00:00",885.639
"2018-06-19 00:00:00",904.652
"2018-06-20 00:00:00",890.453
"2018-06-21 00:00:00",874.094
"2018-06-22 00:00:00",755.975
"2018-06-23 00:00:00",762.759
"2018-06-24 00:00:00",749.365
"2018-06-25 00:00:00",756.846
"2018-06-26 00:00:00",700.259
"2018-06-27 00:00:00",713.767
"2018-06-28 00:00:00",660.24
"2018-06-29 00:00:00",715.711
"2018-06-30 00:00:00",749.179
"2018-07-01 00:00:00",739.425
"2018-07-02 00:00:00",776.11
"2018-07-03 00:00:00",757.926
"2018-07-04 00:00:00",762.986
